id,Category,Text
432,Automobile,robert zebulon mccurley generic sample drive place tennessee 37000 615 8841224 zebwritersintheskycom automotive electrical technician expert mechanic4wheel drive specialist talented mechanic 14year proven record accomplishment automotive industry seeking fulltime employment benefits good pay resultsproducing respectful technician able work alone team support company goals objectives excellent knowledge industry business strategies manage daytoday shop operation auto mechanic expert 4wheel drive engine repair articulatingscissor lift operator electrical experience lighting technician management abilities team player professional experience lighting technician january 2008august 2008 installation inc place tennessee traveled southeastern region us implement change lighting fixtures warehouses businesses working team develop strategy safely retrofit upgrade lighting removing existing fixtures installing new energyefficient fixtures bulbs communicate customers execute plans smooth quick transition skills included basic knowledge electricity operating articulatingscissor lift automobile mechanic 2005 january 2008 global motorsports inc place tennessee perform types automotive repair maintenance including engine mechanical repair transmissions brakes timing belts cooling systems steering suspension oil leaks differential rebuilds ac work electrical repair expertise tire change balance operation shop tools equipment brake lathes ac machine diagnostic scan tools proficient use mitchell demand alldata computer programs contributions successfully maintained increased client base topnotch job even simple projects continued education expand ability repair european cars bmw audi mercedes vw landrover jaguar daily production numbers increased employment achieved personal goal gaining least 45 hours flat rate week organization materials tools customers pleased get repair done quickly continued
7169,Aviation,jessica claire resumesampleexamplecom 555 4321000 montgomery street san francisco ca 94105 professional summary military professional transitioning united states navy career intelligence hard working individual willing lead lead accomplish tasks assigned team skills critical thinking asvab score 82 secret security clearance organized quick learner team leader education wake technical community college raleigh nc current high school diploma completed credits necessary transfer american military university starting dual major intelligence collections intelligence operations presidents list deans list work history drm arbys aviation ordnance beatrice ne 042011 042015 aviation ordnance assembly ordnance combat ready overall maintenance magazines storage assembly munitions ordnance loading loading upkeep millions dollars worth ordnance assistant command fitness leader acfl oversee fitness enhancement program keep sailors fit condition maximize fleet readiness proctor fitness sessions ranging individualized physical training large group sessions monitor log sailors accordance fitness enhancement program guidelines department defense assistant manager niagara falls ny 042015 082016 lead employees maximize time management proper car washing procedures optimize cars washed overall maintenance car wash tunnel always ready customers minimize wait time delegation tasks 40 employees maximize labor hours keep costs ensure growth company log daily numbers microsoft excel provide district manager united states navt intelligence specialist city state 012016 current collect process analyze organize disseminate information prepare detailed briefs communicate intelligence plot data using maps charts utilize intelligence databases libraries etc preparing information
3277,Aviation,gondola dddd fugebinmailcom 111 1111111 relocating ebin benis july 2021 experience aviation maintenance technician benis air ddd ebin benisland may 2018 present responsible maintenance 10 piston turbinepowered aircraft fixedwing rotary fleet aircraft nonfleet maintenance clients perform preflightpostflight monthly heavy c checks scheduled inspections maintenance flight line hangar environments coordinate directly director maintenance unscheduled emergency maintenance working knowledge amm cmm ipc srm manufacturers repair troubleshooting documents working knowledge camp mtx maintenance tracking planning software sign airworthiness release required inspection items accordance company rii program conduct handson training subordinate mechanics accordance company maintenance policy maintenance required manufacturer experience cirrus aircraft dassault aviation honeywell ge piper pratt whitney rollsroyce textron aviation bell helicopter beechcraft cessna hawker model experience bell 206l4 longranger iv beechcraft baron king air c90 cessna citation 550s550560 cirrus sr22 dassault falcon 50900b900ex2000 hawker 800xp piper pa31 navajo education spurdo sparde technological center benistown benisland aviation maintenance technology program faaapproved school air carrier certificate ebinddddd benis university ebintown benisland mechanical engineering major ebin high school fugtown benisland certifications faacertified airframe powerplant mechanic ap august 2017 april 2019 august 2014 september 2015 september 2010 may 2014
579,BPO,ashton ryder 1 main street new cityland ca 91010 c 555 3227337 exampleemailexamplecom summary accomplished salesperson superior work ethic creative revenue generation ideas offers 10 years experience diverse sales environments including lawn equipment clothing able work independently exceed sales goals consistently outgoing people person customer service mindset proficient salesperson revenue generation ideas marketing merchandising highlights business development key relationship management exceptional networker negotiator consultative seller discerning eye detail experience salesperson williams garden center primarily sell lawn equipment riding lawn mowers 102010 current new cityland ca maintain thorough updated knowledge equipment product offerings well promotions explain equipment operation maintenance details special tips use upsell warranties accessories consistently maximize revenue opportunities network effectively customers increasing referrals 20 three years earned three top seller recognitions exceeding sales goals salesperson mens depot 022007 092010 new cityland ca observed customers listened closely questions ascertain best clothing options made recommendations accordingly assisted customers trying items brought additional items requested suggested accessories matching clothes increase purchases kept clothing racks neatly organized fully stocked merchandised sales racks increase customer engagement store revenue placed special orders stock items unique sizes salesperson moodys clothing 082003 012007 new cityland ca greeted every customer smile friendly conversation offer assistance enhance customer experience buying opportunities presented flattering items based customer preferences answered questions regarding promotions clothing items monitored trends provided information customers maximize purchases cleaned organized salesfloor frequently present optimal buying environment customers
573,BPO,alvin f stamper bpo lead manager resume template vance ave mcewen tennessee phone 9317674568 stamper40ycmailcom objective lead manage team experts shoring bpo initiatives within planned budget timeframe approved project summary qualification eight years experience project management better harness disparate talents achieve business objectives excellent verbal written communication skills english excellent management organizing team building skills teambased selling career experiencejob history 2003 present systems integration project manager atlas consolidated construction assist lead project manager data cabling installation hardware networking resources connectivity 3 party telecoms provider available committed provide regular status updates construction projects throughout country compliance city ordinances supervise team members systems integration work supervise various resources 3 party contractors ensure consummation projects related building construction 19992003 systems project manager sap
7239,Banking,jessica claire montgomery street san francisco ca 94105 555 4321000 resumesampleexamplecom summary successful banking professional unsurpassed attention detail superior ethics focused balancing customer needs banks sales target goals dedicated building strengthening customer relationships skills customer service proactive focused relationship building experience business banking administator 072021 current first national bank texas dallas tx prioritizing planning sound judgment time management supported commercial loan team clerical tasks loan processing duties assisted loan officers application data acquisition verification examined verified information loan application closing documents prioritized organized tasks efficiently accomplish service goals juggled multiple projects tasks ensure high quality timely delivery senior personal banker 102019 72021 crossfirst bankshares inc dallas tx built strong rapport new existing clients better serve financial needs promote branch loyalty partnered loan mortgage officers financial advisors provide clients optimal financial solutions helped customers open close accounts apply loans make sound financial decisions processed sales referrals promoted bank services products resulting 40 branch sales increase personal banker 052012 102019 bancfirst corporation mustang ok helped customers open close accounts apply loans make sound financial decisions built strong rapport new existing clients better serve financial needs promote branch loyalty partnered loan mortgage officers financial advisors provide clients optimal financial solutions surpassed annual quota 140 sales consistently met service team sales targets call handling quotas consistently teller supervisor 52011 52012 university miami miller school medicine coral gables fl supplied tellers coin currency maintained optimal financial controls securing funds making accurate transactions verified transactions involving cashiers checks money orders account transfers managed balanced cash vault audits general ledger accounts promoted facility security monitoring customer behaviors following established protocols protect individuals assets office assistant 072008 042011 keysight technologies washington dc va updated financial customer business records company databases organized files developed spreadsheets faxed reports scanned documents bolster organizational workflow collected payments issued receipts updated accounts reflect new balances offered diverse clerical support office team members managed correspondence answered telephone calls tracked documentation maintained business records updating customer information customer service repfloor support supervisor 082007 012008 emerson hospital bedford respond customer contacts received incoming calls respond customer contacts received emails handle problems questions situations customers accurately enter customer information trained staff provide excellent customer service challenging customers monitored team 16 customer services representatives assess knowledge tone adherence company policy customer service 032005 022007 dick blick art materials city state answer incoming calls customer problem solving work drop ship vendors process vendor charge backs file damage loss claims freight carriers answered customer questions products services recommended appropriate solutions reviewed customer complaints determine appropriate methods resolution lead tellerpersonal banker 071997 032005 wells fargo bank na city state supervise teller staff train new employees maintain security control manuals monitor incoming outgoing cash vault customer problem solving develop maintain relationships prepare loan documents set closings unit secretary 041994 071997 st mary medical center city state register patientsanswer incoming calls order lab work xraysinitiate manage trauma alerts enter patient charges billing schedule outpatient procedures admissions conducted patient intake interviews collect medical information insurance details education training medical terminology emtb state illinois 012001 carl sandburg college galesburg il gpa 35 business carl sandburg college galesburg il accomplishments exceeded sales goals average 140 1 year promoted senior banker due sales achieved surpassed annual goals
547,Banking,kamala pollich 189 flatley glens chicago il experience corporate banking analyst hane stoltenberg ortiz detroit mi passionate capital markets real estate creditdebt progression towards cfa accounting designation helpful relevant work internship experience welldeveloped written communication skills mfin mba outstanding academic achievement previous banking credit risk management experience conversant pc skills particular excel access powerpoint proficiency programming experience python context data wrangling proficiency sql context data exploration experience data visualization tools qlikview power bi advantage work well collaborative environment 1 555 691 9342 042019 present corporate banking wilkinson kuhlman labadie detroit mi 122012012019 bringing robust knowledge complex credit risk structuring judgemental credit lending banking products customer requirements ensure well thought credit decisions recommendations maintaining detailed knowledge economic interest rate global capital market conditions fostering learning culture actively supporting ongoing development people superior knowledge broad range products along expertise select product services established internal external industry networks relationships strong communication presentation influencing skills previous credit review experience previous banking experience requires strong analytical skills strong pc spreadsheet skills bcommmbacfa designation education oregon state university bachelors finance skills familiar concepts ratios corporate credit analysis financial acumen knowledge accounting proficient use excel hogan bank systems proficient microsoft office products suite particularly excel financial analysis research report development thorough knowledge credit analysis credit administration credit policy procedures risk analysis demonstrated interest knowledge financial markets solid understanding financial statements accounting proficiency spanish portuguese andor french would asset
3398,Blockchain,ilse pasciuto blockchain engineer ilsepasciutogmailcom 930 9400612 wichita ks education bachelor science blockchain engineering kansas state university ks sep 2015 may 2020 relevant coursework cryptography data structures computer networks operating systems programming languages smart contracts blockchain technologies links linkedincominilsepasciuto skills cryptography smart contracts distributed ledger technology dlt solidityethereum hyperledger fabriccorda network security data structures languages english indonesian hobbies cryptocurrency trading profile blockchain engineer 3 years experience development maintenance optimization blockchain networks expertise creating distributed ledger technology dlt variety platforms hyperledger fabric ethereum experience includes architecting managing multinode distributed networks developing deploying smart contracts developing secure private blockchain applications also experience writing api endpoints developing webbased user interfaces technical skills knowledge cryptography consensus algorithms distributed databases make valuable asset blockchain project employment history lead blockchain engineer blockmedx ks jan 2023 present developed secure distributed blockchain infrastructure companys medical records platform resulted 80 reduction data breaches overall improvement security 50 designed innovative blockchainbased algorithm authenticating patient records increased accuracy record keeping 95 led team developers creating blockchainbased platform managing medical records enabled healthcare providers securely access patient information clicks reducing time required access records 30 implemented blockchainbased system allowed healthcare providers share medical records among multiple hospitals clinics resulting 40 increase efficiency cost savings 2 million senior blockchain engineer praxis technologies ks jul 2020 dec 2022 developed launched new blockchainbased platform praxis technologies ks improved companys operational efficiency 15 improved security praxis technologies existing blockchainbased applications implementing advanced encryption algorithms protocols resulting 25 reduction data breaches created implemented smart contract system automate settlement process praxis technologies resulting cost savings 50000 annually designed built distributed ledger technology dlt platform support praxis technologies business operations resulting 40 increase transaction throughput certificates certified blockchain solutions architect cbsa jun 2021 certified ethereum developer ced jun 2020
7427,Blockchain,summary skills experience jessica claire montgomery street san francisco ca 94105 555 4321000 resumesampleexamplecom cybersecurity professional newly acquired skills information security columbia university background sales finance driven analytical thorough resourceful problem solver leverages background analytical reasoning effective variety disciplines within itrelated fields highly motivated superior skills working teambased independent capacities bringing persistent determination excellent organizational skills setting excited begin new challenge successful team variance risk analysis sales communication presentation excellent oral written communication windows linux vm hosting virtual boxubuntukali linux linuxadmin scripting archiving log monitoring cron wireshark packetboat snort firewalls ids incident response autopsy forensics metasploit nmap siem incident response alerting splunk kibana elasticsearch logstash elk stack deployment cryptography digital certificates networks protocols docker ansible deploying microservices configuring necessary files cloud application security crytocurrencey blockchain consultant capital vacations wisconsin dells wi consulted defi companies advance adoption platform help grow platform 18 032017 062020 assume full responsibility trading top cryptos altcoins using coinbase bancor waves idex conduct indepth research various coins blockchains locate undervalued assets reaping profits 100 consulted various blockchains startups regarding best practices custody solutions saces executive green payment solutions city state sold alternative payment solutions cannabis dispensaries created delivered indepth sales presentations potential customers 012016 062019 formed impactful relationships current customers initiating cold warm calls prospects developed implemented new sales strategies update product lines established lucrative longterm relationships customers effectively resolving issues delivering exemplary service capitalized industry changes corner emerging opportunities maximize company revenue exceeded sales goals 30 using data valuedriven approach captured new multistate account worth 250kin yearly revenue reduced process gaps mentored 5 sales representatives sales strategies best practices procious metalsenergy broker great lakes trading city state 012004 042016 grew brokerage department soliciting new business expanding new markets expanded operations 25 created maintained base 20 clients meeting needs delivering exceptional customer service built grew relationships institutions captured larger flow orders flow went 30 60 applied multiple strategies analyze data risk efficiently trade metals energy well risk management techniques avoid industry pitfalls generate successful outcomes develop implement trading plans based technical fundamental market analysis resulting 101 winning ratio introduced managed complex trading strategies bringing 30 volume books took charge executing trading strategies banks funds hedgers along various institutional retail orders trading floor comex nymex exchanges head compliance internal control provide market commentary insight wall street journal managed team 8 clerks reporting directly floor manager education training cyber security engineering columbia university city new york new york ny bachelor science business administration management tulane university new orleans la certifications splunk fundementals blockchain cerftified 072020 051994
7586,Building and Construction,professional summary jessica claire 100 montgomery st 10th floor 555 4321000 resumesampleexamplecom motivated learn grow excel heavy equipment industry offering 20 years experience inventory management retail merchandising safetyfocused attentive detail proven history reducing warehouse hazards proactive identification certified forklift operator accomplishments used microsoft excel develop inventory tracking spreadsheets resolved product issue consumer testing documented resolved poor morale led increased performance supervised team 1012 staff members skills quantity calculations safety regulations purchase order verification wrapping boxing training courses work history heavy wrecker operator 012019 current miami parking authority miami fl lifting sorting record data maintain supplies materials handling transport order picking processing fastened chains straps covers binders secure load transit operated safety skill avoid accidents delays minimized delays planning adjusting routes account changing weather traffic conditions finalized daily logs schedule update internal records uphold dot requirements maintained telephone radio contact supervisor receive delivery instructions completed regular inspections maintenance actions well basic equipment repairs keep equipment operating peak levels inspected vehicle trips logged reported mechanical problems avoid unsafe hazards maintained consistent ontime delivery record 99 orders arriving ahead schedule maintenance supervisormaintenance technician 062014 012019 braums ice cream dairy stores city state monitored employee work tasks installing aligning balancing new equipment projects assessed operating conditions adjusted settings maximize performance equipment longevity monitored safety compliance maintain strict standards protect team members harm shrunk knowledge gaps ongoing training close employee mentoring new less experienced team members organized ongoing maintenance schedules boost system performance evaluated final results determine quality levels isolate root causes identified faults optimized supply levels keep stock within ideal parameters expected needs overhauled installed repaired equipment including centrifugal compressors pumps valves separators generators increased productivity reducing downtime budgeting effectively allocating tasks maintaining high standards safety work quality rolled improved training programs maintenance employees completed partial full dismantling equipment quickly repair replace defective components restore functionality paid close attention guidelines specifications detailed instructions continuously adhere strict operational maintenance regulations observed guidelines specifications detailed instructions meet strict operational maintenance regulations procured pricing information various vendors support costeffective purchasing verified proper analysis troubleshooting electrical hydraulic plc pneumatic systems analyzed identified equipment failure root causes initiated correction actions reviewed studied schematic diagrams properly plan process assignments kept track equipment inventories system upgrades order prepare present detailed reports upper management monitored priorities liaised maintenance team management delegating tasks complete time contributed development implementation execution maintenance programs reviewed technical documentation complete equipment maintenance repair efficiently assisted service workers problematic transactions maintain customer satisfaction quickly rectify issues supervised 25 employees region including scheduling training performance monitoring building contractorconstruction foreman 062012 062014 royster construction llc city state collaborated management fellow supervisors organize efficient operations achieve demanding schedule targets coordinated materials maintain steady flow meet productivity objectives inspected work compliance applicable regulations job specifications initiated onsite safety program properly trained team members decreasing injuries 100 delegated assignments based plans project needs knowledge individual team members supervised field crews maximize quality work efficiency evaluated team member strengths assigned tasks based upon expertise background asserted control material usage contractor manhours keep projects line budgetary restrictions maintained heavy equipment back hoe skid steer kept tools machinery good safe working order assistant manager 062008 062012 walmart store city state strengthened merchandising promotional strategies drive customer engagement boost sales developed loyal highly satisfied customer base proactive management team customer service strategies mentored sales team applying effective sales techniques delivering topnotch customer service increasing sales 15 completed regular inventory counts verify stock levels address discrepancies forecast future needs created organization systems inventory control merchandising financial reports schedules dramatically increasing operational efficiency reviewed sales gross profit reports determine options increasing market growth achieved recognition senior management contribution store success including managing sales employees operations foster optimal performance exceeded sales goals accomplished business objectives inspiring staff promoting target products achieved recognition senior management contribution store success including managing sales employees operations foster optimal performance education associate arts business management 051992 missouri southern state university joplin mo associate arts criminal justice 051987 missouri southern state university joplin mo relevant coursework completed licenses certifications jobrelated courses management
7549,Building and Construction,jessica claire 100 montgomery st 10th floor 555 4321000 resumesampleexamplecom summary determined construction worker brings solid experience filling various roles projects detailoriented approach meeting team project needs time knack basic carpentry roofing materials management hardworking wellversed handling materials operating machinery supporting overall team project needs indepth knowledge compliance mandates governing site worker safety focused helping complete skilled work deadlines hardworking highly organized proactive punctual teamoriented mentality organized motivated employee eager apply time management organizational skills various environments seeking entrylevel opportunities expand skills facilitating company growth skills traffic routing equipment maintenance osha carpentry construction flooring installation site preparation experience construction worker 032015 current thrasher springfield mo framing team building planning organizing good work ethic organizational skills basic math collected removed debris work sites maintain team productivity minimize safety hazards sustained safety protocols maintain secure proper handling equipment materials assisted electrical plumbing carpentry teams completing basic semiskilled work completed carpentry work installed crown molding wood flooring meet customer preferences completed general carpentry electrical mechanical hvac plumbing installations repairs assembled structural components replacing parts meet regulatory code standards addressed resolved onsite problems keep teams ontask avoid development larger concerns used picks shovels dig spread level dirt gravel installed structures fixtures using hand power tools per plan drawings laborer 032017 082021 mastec gainesville tx maintained clean safe working environment removing debris job site prior shift completion performed repetitive assembly tasks hand power tools automated equipment met company osha safety guidelines work site operations minimize worker risk sorted placed materials items racks shelves bins keep warehouse organized collaborated team members complete assigned tasks meet tight deadlines loaded unloaded daily material shipments keeping products organized secure prevent damage optimize handling operated pallet jacks forklifts load unload supplies materials applied caulking compounds hand caulking guns protect entry water air demonstrated experience construction work ensured safe working conditions compliance safety regulations understood followed oral written directions performed regular servicing preventive maintenance assigned equipment performed physical activities requiring heavy lifting walking standing long periods time operated maintained variety equipment including hand power tools completed variety physical labor tasks read plans instructions specifications determine work activities prepared items transportation installing bracing padding strapping prevent damage utilized twoway radios hand signals coordinate communication equipment operators cut materials specified sizes installation using tile cutters power saws operator 052012 032017 mississippi lime weirton wv troubleshot diagnosed equipment malfunctions minimize downtime collaborated coworkers perform projects quickly meet business goals inspected finished products verify conformity quality standards taught new employees machine operation techniques important business procedures maintained production quality documentation measured graded batches raw materials feed production machinery learned followed safety emergency procedures retained safe clean work area accordance good manufacturing practices gmps assessed corrected jams equipment reported failures malfunctions wear issues equipment supervisor observed troubleshot equipment machines detect malfunctions notify appropriate personnel needed repairs handled various mechanical technical machinery manufacturing process rotated among various workstations performing work necessary meet production needs checked control panel gauges equipment operation assigned individual work plans reviewed jobs accomplish tasks within expected parameters controlled material usage keep costs low proactively investigating resolving discrepancies minimize waste met exceeded target ontime customer shipments discovered fixed root causes issues negatively impacting production performance education training high school diploma 052009 portland high school portland united states
7880,Business Analyst,jessica claire montgomery street san francisco ca 94105 555 4321000 resumesampleexamplecom executive profile experience banking accounting financial services healthcare sectors strong financial quantitativequalitative analytical problem solving skills deliver quality enterprise solutions coordinating crossfunctional activities customers executive management stake holders vendors engineers network teams bring complex new projects schedule within budget solid project management skills software development lifecycles software tools hands experience implementing software lifecycle methodologies best practices team player proven ability prioritize tasks work independently meet deadlines skill highlights microsoft windows word excel powerpoint visio depreciation solutions caseware prosystems fx sap winshuttle xml mind tortoisehg workbench working knowledge payments industry working knowledge swift iso 20022 low value high value payments proven experience interacting directly end users clients core accomplishments professional experience business analyst 012012 current total system services inc accomplishment assigned functional lead based comprehensive understanding clients intricate banking processes created client deliverables 3 weeks deadline able convince client accept 18 million worth customization original estimate 300k collect understand transmit business requirements project translate functional specifications detailed test analysis utilized system technical design staff help facilitate scoping specification client change initiatives ensuring fitness purpose provide link customer development team third party regarding software functionality throughout development lifecycle document results business analysis obtain signoff client specifications help design execute business scenarios test definitions ensure new amended functional nonfunctional aspects client solution perform specified risks associated deployment adequately understood documented analyze solve problems integrated technology system software determine whether need technical analysis develop provide structured training classes system users ad hoc one one training user assistance required sourcing accountant 032011 052011 kimberlyclark corporation accomplishment created standard operating procedure recording financial activity using ann incs custom software recorded monthly far east financial activity general ledger recorded debit credit notes related far east reconciled inter company accounts ran monthly sourcing trial balance updated full year income statement latest actual projected expenses prepared monthly reconciliations sourcing balance sheet accounts loaded monthly projections reconciled files received far east assisted sarbanes oxley quarterly testing associate auditor 012008 042010 kimberlyclark corporation ut based superior audit skills selected team targeting new check cashing market sector firm independent client interaction completed audit financial statements planned executed fieldwork summarized results audit review compilation engagements assisted preparation analyzed financial statements related footnotes including consolidated combined reports serviced clients array industries including construction retail manufacturing distribution notforprofit trained lower level staff members engagements prepared partnership individual scorp tax returns tax department understaffed associate auditor 062007 082008 horizon blue cross city state junior team member assisted upgrade payments system analyzed issues assisted understanding documentation business needs performed necessary analysis help identify viable solution alternatives helped initiate coordinate development testing implementation system specifications provided general administrative support conducted trend analysis various consumer directed healthcare cdh products bachelor science accounting rowan university nj accounting education skills administrative support ad balance sheet trial balance banking business analysis caseware credit client clients client interaction debit documentation financial financial statements functional general ledger iso notes market excel powerpoint microsoft windows word processes profit recording retail sap sarbanes oxley specification structured swift tax technical analysis trend upgrade visio workbench xml
3621,Business Analyst,business analyst resume 3665 margaret street houston tx 47587 richard williamsgmailcom 770 6259669 summary technical business analyst 7 years experience supporting ecommerce retailers developing solutions possess degree business admin certification competency business analysis track record saving retailers 500k annually thanks innovative solution strategies sound gap analysis techniques thrive multicultural environments helped employers grow size reputation globally professional experience giant co boston business analyst develop business architecture using requirements scope processes alternatives risks analyze clients business requirements processes document analysis interviews workshops workflow analysis liaise business technical personnel ensure mutual understanding processes applications quality solutions inc boston business analyst engage client gather software requirementsbusiness rules ensure alignment development teams facilitate monthly meetings clients document requirements explore solutions completed indepth analysis business processes boosting revenue 15 2019 september 2019 present redesigned customer communication fulfilment protocols increasing customer satisfaction rates 35 saving company 500k annually due reduction refund requests conduct 5 levels testing including functional regression user acceptance integration performance july 2014 august 2019 evaluated risks related requirements implementation testing processes project communications training saving company average 5000 annually translate stakeholder requirements 10 different tangible deliverables functional specifications user cases user stories workflowprocess diagrams data flowdata model diagrams education cowell university chicago il bachelor arts business administration concentration finance honors cum laude gpa 3840 skills familiar agile software development expert knowledge sql relational database management systems skilled wrike attask project management software proficient microsoft office word excel outlook powerpoint visio june 2014
7965,Civil Engineer,professional summary jessica claire montgomery street san francisco ca 94105 555 4321000 resumesampleexamplecom selfmotivated civil criminal clerk proven track record managing administrative operations criminal justice sector prioritize tasks compile data reports perform evictions small claims debt claims well criminal court truancy traffic violations minimal oversight busy settings proficient microsoft word well components microsoft office detailoriented deputy clerk offering twelveyear career criminal justice adult juvenile settings articulate patient strong collaboration skills also well known balancing efficiency accuracy civil procedures skills civil law civil law knowledge civil process completion familiarity civil procedure criminal law procedures texas rules civil procedure civil justice knowledge civil procedure civil procedure knowledge civil criminal laws knowledge criminal procedure criminal law regards class c class b class misdemeanors authority issue misdemeanor well felony warrants worked closely titus county sheriffs office well mount pleasant police department work history civil deputy clerk 042013 current mitek industries inc roseville ca communicated customers daily request information ensure completion paperwork monitored key dates ensure information obtained deadlines provided administrative support justice peace areas calendar management domestic international travel arrangements reconciliation personal bank accounts provided supportive link external customers internal operations entered invoice payment information database maintaining strict security protocols minimize unauthorized party access counted cash drawer end shift prepared bank deposits met supervisor weekly discuss cases brainstorm new strategies interacted pleasantly customers warmly greeted patrons upon entrance office reconciled bank statements credit cards monthly coordinated schedules justice peace keep projects time within budgets provided outstanding customer service new longstanding customers attending closely concerns developing solutions cfominal clerk titus county clerk office city state 052007 122013 processed payments fines fees maintained accurate drawers issued receipts updated account balances responded inperson telephone requests information general public attorneys involved parties responded inquiries thegeneral public regarding court appearance trial dates judicial procedures fines marked preserved exhibits introduced evidence court proceedings enforced criminal civil procedures maintain overall data integrity answered facetoface telephone requests information warrants citations court documents procedures restocked paper products condiments selfservice areas periods downtime updated maintained court calendar responded inquiries court procedures resolved scheduling conflicts attorneys conducted roll calls polled jurors swore interpreters witnesses defendants jury members received submitted payments fees fines accurately tracking amounts issuing receipts updating computer systems prepared filed financial statements balance sheets income statements wrote errorfree professional correspondence behalf court system updated case files reflect court changes maintaining confidentiality accuracy examined legal documents assured adherence laws court procedures reviewed analyzed violent crime reports identify crime trends conducted hearings make decisions claims cases entered invoice payment information database maintaining strict security protocols minimize unauthorized party access contacted customers assess needs deliver solutions produced filed five court reports per week unparalleled accuracy receptionist administrative assistant 022001 052007 cypress home care inc city state produced distributed team newsletters email updates forms communication screened visitors calls minimize disruption office personnel delivered exceptional clerical support every day including scheduling appointments transcribing notes mailing packages received routed incoming mail packages team members facilitating timely communication efficient operations monitored guests issued badges tracked activities maintain optimal building security protect staff unauthorized persons set maintained physical electronic filing systems created agendas took minutes prepared case manager report documents meetings coordinated activities office hirty employees two conference rooms handling three meetings per day greeted visitors answered telephone calls public face cypress home care office 300 employees healthcare industryprofessionals answered calls friendly polite approach engage callers deliver exceptional customer service answered one hundred calls per day fastpaced environment transferring callers appropriate personnel handled incoming calls friendly cheerful attitude organization using fiveline system operated telephone switchboard one hundred employees routed calls correct destination conducted thorough research using various media sources obtain relevant data staff requirements handled incoming calls friendly cheerful attitude organization using threeline system education master science law enforcement administration ashford university san diego ca bachelor science social criminal justice ashford university san diego ca 2019 2017
742,Civil Engineer,bridget spector current address smc 123 5032 forbes avenue pittsburgh pa 15289 412 5114422 permanent address 21school avenue philadelphia pa 19111 objective obtain summer internship field civil engineering utilize problem solving leadership skills education carnegie mellon university bachelor science civil engineering may 2015 pittsburgh pa overall gpa 32040 best high school philadelphia pa projects work experience high school diploma june 2011 gpa 38240 cardboard structure fall 2011 designed constructed cardboard bridge meant support average adult male prepared scale models analysis alternatives prior finaltest brick wall scheduling fall 2011 developed bid proposal building brick wall conducted time studies generated gantt charts investigate economical method using resources traffic light timing fall 2011 conducted studies flow traffic three intersections forbes avenue designed efficient traffic light cycles based collected data pennsylvania governors school sciences pittsburgh pa teaching assistant summer 2012 graded papers fielded questions held review sessions organic chemistry led group students area spectroscopic analysis acted residential assistant 90 students providing support enforcing dorm policy sponsoring recreational activities happy summer camp camp counselor summer 2010 springfield nj created coordinated activities forten campers 1012 years old helped administrators setup parents weekend
3817,Consultant,alexis stanley lactation consultant profile passionate experienced lactation consultant five years helping women succeed breastfeeding journeys dedicated promoting awareness importance breastfeeding committed providing clients necessary education resources reach breastfeeding goals adept coordinating lactation services maternity settings serving consultant medical professionals patients employment history lactation consultant radcliffe medical center radcliffe may 2015 april 2022 worked pregnant women new mothers educate breastfeeding mother infant nutrition performed daily lactation visits provide instruction support new mothers medical center served important resource medical staff maternity ward developed individualized breastfeeding plans patients assisted mothers dealing lactation related problems due cesarean deliveries nicu assignments mastitis breast engorgement held breastfeeding workshops medical center provided new mothers families resources followup support regarding progress created distributed quarterly breastfeeding newsletters containing pertinent information lists resources mothers families lactation consultant auburn midwives center auburn june 2010 april 2015 served consultant mentor expectant new mothers choosing breastfeed infants provided patients knowledge regarding benefits breastfeeding fundamental aspects well worked oneonone patients needed address breastfeeding concerns made homevisits new mothers experiencing feeding difficulties offered ideas techniques solutions remedies education master science nursing frontier nursing university hyden august 2007 may 2010 bachelor biology university rhode island kingston august 2003may 2007 details 300 mayflower road radcliffe ia 50230 united states 515 7327162 alxis18 xstangmailcom skills advanced breastfeeding knowledge lactation nutrition prenatal postpartum care excellent communication skills
